,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Cluster
109,0,45,1,2,2,2,2,0,36,1,1,2,3401.0,0,3401.0,0.898,744,18,1.0,0.0,2
110,1,48,0,4,3,1,1,0,42,3,1,3,4206.0,1100,3106.0,0.587,1144,22,1.0,0.262,2
111,0,54,0,2,3,1,5,0,44,3,3,1,6094.0,0,6094.0,1.129,909,14,0.273,0.0,2
112,1,45,0,4,2,2,4,0,36,6,3,2,3342.0,2517,825.0,0.771,1139,30,0.765,0.753,2
113,0,54,0,4,2,1,5,0,40,6,2,2,2532.0,2221,311.0,0.491,799,21,0.235,0.877,2
114,1,54,0,3,1,1,5,0,46,2,2,3,1900.0,1376,524.0,0.89,1881,45,0.607,0.724,2
115,1,44,1,3,2,2,2,0,37,2,3,2,14546.0,1703,12843.0,0.955,1273,27,0.588,0.117,0
116,1,50,0,4,1,2,5,0,36,2,3,2,2521.0,1608,913.0,0.587,1328,33,0.571,0.638,2
117,1,55,1,2,1,1,2,0,36,3,4,3,16427.0,1682,14745.0,0.631,1579,36,1.118,0.102,0
118,1,48,1,2,2,3,1,0,36,5,1,2,13068.0,1718,11350.0,0.607,937,28,0.556,0.131,0
119,1,55,1,2,3,1,1,0,47,5,3,2,3096.0,2217,879.0,0.799,2011,41,0.783,0.716,2
120,1,62,0,0,3,1,1,0,52,5,2,3,2052.0,1250,802.0,0.728,1208,31,0.632,0.609,2
121,1,46,1,3,3,2,1,0,39,2,3,2,9432.0,1418,8014.0,0.612,1319,26,0.368,0.15,2
122,1,35,1,3,5,1,2,0,22,5,2,2,6985.0,1130,5855.0,0.963,1694,44,0.76,0.162,0
123,1,36,0,3,3,1,5,0,24,4,1,1,15439.0,0,15439.0,0.742,2069,43,0.536,0.0,0
124,1,52,1,2,2,2,0,0,37,2,3,2,14543.0,0,14543.0,0.788,1536,37,0.423,0.0,0
125,1,63,1,2,3,1,1,0,36,2,2,2,5007.0,930,4077.0,0.885,1050,28,1.154,0.186,2
126,0,57,1,3,2,1,0,0,38,2,3,3,8249.0,1381,6868.0,0.798,678,11,0.833,0.167,2
127,1,53,1,3,3,1,2,0,43,5,3,2,5264.0,2169,3095.0,0.374,1219,27,0.5,0.412,2
128,1,34,1,3,3,1,2,0,26,4,3,3,3265.0,2517,748.0,0.952,1843,35,0.944,0.771,1
129,1,56,1,1,5,1,0,0,36,3,2,2,6041.0,1355,4686.0,0.685,1747,49,0.581,0.224,2
130,1,47,1,3,4,3,3,0,36,6,2,2,13399.0,2505,10894.0,0.627,1326,31,0.824,0.187,0
131,1,46,0,3,6,1,4,0,38,4,3,3,4317.0,2517,1800.0,0.944,1619,36,1.0,0.583,1
132,1,50,0,1,2,2,4,0,36,4,1,3,5012.0,2242,2770.0,0.816,1142,28,1.0,0.447,2
133,1,53,0,1,2,2,4,0,45,3,1,2,3471.0,1785,1686.0,1.051,1052,24,0.714,0.514,2
134,1,53,1,1,3,1,0,0,36,6,3,2,3312.0,1844,1468.0,0.986,1740,32,0.882,0.557,2
135,0,54,1,2,6,1,1,0,44,4,3,2,2902.0,2517,385.0,0.821,996,26,0.444,0.867,2
136,1,62,1,1,3,1,4,0,53,5,3,3,2077.0,1571,506.0,1.031,1365,38,1.0,0.756,2
137,1,46,0,4,2,2,4,0,40,5,1,2,6265.0,1942,4323.0,1.027,1715,43,0.87,0.31,1
138,1,52,1,3,2,2,3,0,42,6,3,3,2731.0,1692,1039.0,0.62,1220,22,0.692,0.62,2
139,1,52,1,2,3,2,2,0,45,5,3,2,7567.0,1173,6394.0,0.541,1435,32,0.6,0.155,2
140,1,40,0,3,3,0,4,0,35,3,1,3,2555.0,2117,438.0,1.049,1334,32,0.6,0.829,2
141,1,43,1,3,2,1,3,0,26,5,3,2,2355.0,1090,1265.0,0.751,1441,29,0.812,0.463,2
142,1,55,1,1,5,2,1,0,49,6,3,2,1443.0,1375,68.0,0.683,1991,38,0.583,0.953,2
143,1,49,1,3,5,2,2,0,32,3,2,2,18584.0,2517,16067.0,0.703,1330,34,1.125,0.135,0
144,1,50,0,1,5,1,4,0,43,6,3,4,1438.3,0,1438.3,1.068,1439,41,1.05,0.0,2
145,1,50,0,2,2,1,1,0,44,6,2,3,2339.0,1440,899.0,0.431,893,22,0.375,0.616,2
146,1,47,0,2,2,1,4,0,36,6,3,2,2726.0,0,2726.0,0.844,1099,27,0.588,0.0,2
147,1,43,1,4,6,1,0,0,39,3,3,3,14881.0,848,14033.0,0.762,1408,23,1.091,0.057,0
148,1,45,1,4,3,1,1,0,34,6,3,3,3104.0,1766,1338.0,0.828,1353,24,1.182,0.569,2
149,1,49,1,3,2,1,1,0,41,5,3,2,2406.0,1560,846.0,0.751,1173,32,0.391,0.648,2
150,1,40,0,3,3,2,4,1,36,3,2,3,15534.0,726,14808.0,0.556,1279,28,0.867,0.047,0
151,1,37,1,4,2,1,3,0,26,6,2,3,2846.0,1818,1028.0,0.711,1473,37,1.176,0.639,1
152,1,58,1,2,5,3,0,0,49,6,2,3,9788.0,1794,7994.0,0.778,1805,37,0.762,0.183,0
153,1,57,1,2,2,1,3,0,40,3,2,3,12208.0,1980,10228.0,0.616,1409,34,0.619,0.162,0
154,1,58,1,1,2,1,2,0,46,3,3,2,10021.0,1617,8404.0,0.578,1275,25,0.667,0.161,0
155,1,54,0,2,2,1,4,0,44,3,2,3,2027.0,1480,547.0,0.979,1702,37,0.947,0.73,1
156,1,53,1,2,2,1,2,0,47,6,2,2,6363.0,1162,5201.0,0.644,1256,26,1.0,0.183,2
157,1,39,0,3,0,2,4,0,25,6,1,2,3920.0,2008,1912.0,0.944,3178,53,0.656,0.512,1
158,1,54,0,4,6,0,4,0,49,6,1,1,9376.0,1288,8088.0,0.597,1562,33,0.5,0.137,2
159,1,59,0,1,4,1,1,0,46,5,3,3,1944.0,1346,598.0,1.052,1960,57,0.727,0.692,1
160,1,55,1,0,3,1,0,0,49,5,3,3,3805.0,2233,1572.0,1.095,1743,27,0.929,0.587,2
161,1,52,1,1,5,2,3,0,37,5,2,2,2733.0,1306,1427.0,0.791,1139,39,0.444,0.478,2
162,1,46,1,1,5,3,1,0,27,6,3,3,12781.0,1253,11528.0,0.638,1073,21,0.4,0.098,0
163,0,57,1,2,5,1,0,0,40,3,3,3,3106.0,1120,1986.0,1.045,683,17,0.7,0.361,2
164,1,55,0,2,2,2,4,0,47,5,3,2,6347.0,0,6347.0,0.466,1161,44,0.375,0.0,2
165,1,67,1,1,5,1,1,0,49,4,3,2,3106.0,1675,1431.0,0.781,1512,38,0.407,0.539,2
166,1,55,0,2,6,1,4,0,37,3,3,1,2453.0,968,1485.0,1.081,2218,50,0.613,0.395,1
167,1,47,1,3,3,1,1,3,36,3,2,2,16138.0,1249,14889.0,1.01,1198,33,0.833,0.077,0
168,0,42,0,2,2,1,4,0,23,3,3,3,1929.0,1673,256.0,0.835,857,36,1.118,0.867,2
169,1,57,1,2,6,2,3,0,36,3,3,2,3127.0,2517,610.0,0.589,1470,30,1.143,0.805,1
170,1,56,1,3,6,2,2,0,49,3,1,3,1438.3,0,1438.3,0.503,1093,22,0.833,0.0,2
171,0,49,0,3,2,1,4,0,38,6,3,2,2185.0,0,2185.0,0.727,715,20,0.818,0.0,2
172,1,40,1,3,3,1,1,0,33,4,3,3,6884.0,1001,5883.0,0.786,975,11,0.833,0.145,2
173,0,39,1,2,5,2,2,0,36,5,3,3,13961.0,1299,12662.0,0.842,783,20,0.667,0.093,0
174,1,54,1,3,3,1,0,0,43,4,1,1,13219.0,0,13219.0,0.576,1097,24,0.5,0.0,0
175,0,58,0,4,6,1,4,0,46,2,3,3,2536.0,0,2536.0,0.917,901,35,0.522,0.0,2
176,1,46,0,4,2,0,4,0,36,5,3,1,9478.0,820,8658.0,0.64,1327,41,0.864,0.087,0
177,1,55,1,0,3,0,2,0,46,6,1,2,9734.0,0,9734.0,0.785,1476,38,0.9,0.0,0
178,1,46,0,2,2,1,1,0,22,6,1,3,2305.0,1627,678.0,0.747,1230,36,0.565,0.706,2
179,1,47,0,4,5,1,1,0,36,3,1,3,14241.0,2081,12160.0,0.909,1581,44,0.833,0.146,0
180,1,36,0,2,6,1,1,0,25,3,1,2,4789.0,1257,3532.0,1.134,1534,29,0.933,0.262,1
181,1,58,0,3,2,1,4,0,53,5,3,2,5798.0,1794,4004.0,0.564,1724,45,0.452,0.309,2
182,0,52,0,1,2,2,4,0,40,1,2,2,2317.0,0,2317.0,1.005,884,19,0.727,0.0,2
183,0,53,0,2,5,2,4,0,45,1,1,1,1981.0,1518,463.0,1.019,973,25,0.923,0.766,2
184,1,56,0,1,2,2,1,0,47,3,2,1,6038.0,0,6038.0,0.741,1447,30,0.875,0.0,2
185,1,44,1,5,6,2,3,0,32,5,3,2,14910.0,877,14033.0,0.772,1150,26,0.625,0.059,0
186,0,54,1,2,2,1,2,0,42,3,3,2,4320.0,0,4320.0,0.967,706,21,0.5,0.0,2
187,1,39,0,1,6,2,1,0,36,6,1,3,11213.0,0,11213.0,0.563,1257,23,0.643,0.0,0
188,0,53,1,2,5,1,3,0,36,1,3,3,4503.0,0,4503.0,0.659,748,20,0.429,0.0,2
189,1,53,0,1,3,1,4,0,47,6,1,2,3445.0,1074,2371.0,0.67,1074,31,0.632,0.312,2
190,1,59,0,0,2,2,4,0,46,4,1,2,3044.0,1611,1433.0,0.74,1456,36,0.714,0.529,2
191,1,38,1,1,6,2,2,0,29,5,2,1,14596.0,2192,12404.0,0.898,1300,25,1.083,0.15,0
192,1,56,1,4,5,2,4,0,36,3,2,2,3864.0,1654,2210.0,0.491,1470,42,0.235,0.428,2
193,0,35,1,3,4,3,3,0,29,2,1,3,17030.0,1911,15119.0,0.528,715,25,0.562,0.112,0
194,0,43,0,2,5,2,4,0,24,2,3,2,2962.0,2517,445.0,1.046,929,31,0.409,0.85,2
195,1,61,1,1,5,2,2,0,46,5,3,2,2201.0,1138,1063.0,0.675,1199,32,0.6,0.517,2
196,1,41,1,2,5,0,0,0,29,3,2,2,15911.0,896,15015.0,0.954,1270,33,0.833,0.056,0
197,0,52,0,3,4,2,4,0,47,3,3,2,2972.0,0,2972.0,1.035,922,25,0.562,0.0,2
198,1,40,0,3,3,2,1,0,36,5,3,2,5124.0,2235,2889.0,0.542,1158,42,0.355,0.436,2
199,1,37,0,1,2,1,1,0,29,5,2,2,4394.0,885,3509.0,1.04,1377,32,0.684,0.201,2
200,1,46,0,4,4,1,4,0,37,5,3,2,3773.0,1972,1801.0,0.783,1528,25,1.083,0.523,1
201,1,48,0,3,3,0,1,0,40,4,1,2,1919.0,774,1145.0,0.965,1505,33,0.737,0.403,2
202,1,49,0,3,2,2,1,0,33,5,3,2,9995.0,1713,8282.0,0.96,1172,38,0.462,0.171,0
203,1,57,1,1,0,2,1,0,48,3,1,2,3539.0,0,3539.0,0.781,1336,23,0.211,0.0,2
204,1,54,0,0,0,1,4,0,40,3,1,2,1638.0,0,1638.0,0.75,1885,51,0.545,0.0,2
205,1,54,1,1,2,1,2,0,36,3,3,2,2947.0,2216,731.0,0.76,1744,53,0.606,0.752,2
206,1,59,1,1,0,2,1,0,48,6,3,3,7251.0,1603,5648.0,0.591,1300,36,0.8,0.221,2
207,1,56,0,1,0,1,4,0,36,6,2,3,2641.0,1257,1384.0,0.891,1439,39,1.053,0.476,1
208,1,48,0,3,0,0,1,0,41,4,1,3,9336.0,1672,7664.0,0.696,1391,39,0.625,0.179,0
209,1,41,1,3,5,1,2,0,36,5,3,2,17391.0,1044,16347.0,1.08,1248,27,0.688,0.06,0
210,1,34,1,4,4,2,3,0,26,3,3,2,5100.0,1786,3314.0,1.06,2375,63,0.575,0.35,1
211,1,56,1,3,4,1,2,0,39,3,1,2,3955.0,2517,1438.0,0.484,1238,25,1.083,0.636,2
212,0,45,0,3,5,2,5,0,36,3,3,3,4028.0,710,3318.0,0.731,791,22,0.833,0.176,2
213,1,38,0,2,5,2,4,0,32,5,3,3,2264.0,0,2264.0,0.479,1204,28,0.333,0.0,2
214,1,41,0,4,2,2,1,0,31,4,2,3,2375.0,1658,717.0,0.638,1071,28,1.0,0.698,2
215,1,47,0,4,0,2,4,0,37,6,2,2,4256.0,1084,3172.0,0.63,1100,29,0.381,0.255,2
216,0,58,1,1,0,1,3,0,47,3,3,3,12151.0,1799,10352.0,1.022,918,14,0.556,0.148,2
217,1,42,1,4,5,0,2,0,32,4,1,2,5504.0,0,5504.0,0.62,1364,32,0.684,0.0,2
218,1,37,1,4,2,1,3,0,28,4,1,2,10021.0,1203,8818.0,0.93,1463,40,1.0,0.12,0
219,1,41,0,1,3,2,1,0,31,6,3,2,4969.0,838,4131.0,0.591,1489,32,0.455,0.169,2
220,1,48,0,3,2,0,4,0,40,3,2,3,3117.0,1603,1514.0,1.167,1437,37,0.609,0.514,2
221,1,61,1,0,3,2,2,0,51,4,2,2,5504.0,1412,4092.0,0.722,1290,38,0.462,0.257,2
222,0,53,0,2,1,1,5,0,39,1,2,3,1438.3,0,1438.3,0.644,807,22,0.692,0.0,2
223,1,51,1,3,3,1,0,0,40,6,3,2,7319.0,1692,5627.0,0.701,1233,29,0.611,0.231,2
224,1,48,1,4,6,2,2,0,30,4,3,3,7712.0,1387,6325.0,0.861,1597,39,0.56,0.18,0
225,1,41,1,2,3,1,1,0,32,3,1,3,12804.0,2517,10287.0,0.892,1101,37,0.276,0.197,0
226,1,56,0,2,4,1,4,0,48,6,1,2,4930.0,2259,2671.0,1.134,2194,53,0.606,0.458,1
227,1,39,0,2,0,2,4,0,36,6,3,3,9476.0,0,9476.0,0.605,1128,27,0.929,0.0,0
228,1,47,1,1,2,1,3,0,37,6,3,3,11722.0,1667,10055.0,0.566,1497,35,0.25,0.142,0
229,1,44,1,2,2,2,0,0,33,4,1,3,13301.0,0,13301.0,1.058,1385,50,0.515,0.0,0
230,0,43,0,2,4,1,4,0,37,3,3,1,1438.3,0,1438.3,1.004,974,28,0.273,0.0,2
231,0,59,1,1,3,1,2,0,36,3,2,3,6705.0,0,6705.0,0.749,731,18,0.5,0.0,2
232,1,44,1,2,2,2,1,0,34,5,3,1,5331.0,1993,3338.0,0.777,1766,39,0.625,0.374,2
233,1,40,1,4,0,3,3,0,25,3,3,1,1962.0,0,1962.0,0.684,1179,27,0.688,0.0,2
234,1,60,1,0,5,2,4,0,53,5,3,2,2402.0,1728,674.0,0.652,1650,53,0.606,0.719,2
235,1,62,1,0,2,1,2,0,36,6,3,3,3674.0,895,2779.0,0.658,1703,48,0.371,0.244,2
236,1,59,1,0,2,2,1,0,48,4,2,2,1638.0,0,1638.0,0.533,1536,44,0.63,0.0,2
